Equipment_ID,Type,Site_ID,Engine_Hours/Day,Idle_Hours/Day,Fuel_Level (%),Distance_Covered/Day (km),Equipment_Health (%),Current_Contract_ID,Last_Operator_ID,Latitude,Longitude,Maintenance_Status,Utilization (%),Status,Expected_Site_ID,Contract_End_Status,Anomaly_Type,Anomaly_Flag
EQ00496,Skid Steer Loader,S089,9.4,1.0,45,28.3,97,C1188,OP0820,12.892872,80.035424,Good,84,Running,S089,Active,Normal,0
EQ00497,Motor Grader,S008,7.0,2.9,56,18.6,92,C9920,OP0726,13.016409,79.979824,Good,69,Running,S008,Active,Normal,0
EQ00498,Dump Truck,S055,6.8,2.4,69,35.9,93,C5745,OP0922,13.264651,80.337766,Good,67,Running,S055,Active,Normal,0
EQ00499,Bulldozer,S003,5.9,1.3,35,34.9,84,C6622,OP0268,12.791335,80.166363,Good,68,Running,S003,Active,Normal,0
EQ00500,Wheel Loader,S049,9.2,1.1,68,39.0,85,C7794,OP0226,13.348397,80.314408,Good,72,Running,S049,Active,Normal,0
EQ00501,Bulldozer,S014,6.1,0.3,89,20.3,90,C9746,OP0953,12.739808,80.149292,Due Soon,66,Running,S014,Active,Normal,0
EQ00502,Excavator,S045,9.2,1.5,82,31.4,88,C9128,OP0030,12.870779,80.150566,Good,77,Running,S045,Active,Normal,0
EQ00503,Motor Grader,S141,10.8,2.7,57,36.4,81,C3123,OP0105,13.200562,80.124361,Due Soon,68,Running,S141,Active,Normal,0
EQ00504,Excavator,S108,7.8,1.5,80,25.0,85,C6399,OP0788,12.852724,80.349231,Due Soon,97,Running,S108,Active,Normal,0
EQ00505,Excavator,S076,8.9,0.6,86,36.4,80,C7510,OP0719,13.241072,80.058206,Good,86,Running,S076,Active,Normal,0
EQ00506,Motor Grader,S131,9.2,1.8,89,21.3,93,C8019,OP0173,12.834579,80.062501,Good,96,Running,S131,Active,Normal,0
EQ00507,Dump Truck,S119,5.5,2.3,95,39.9,97,C4613,OP0612,13.064566,80.368846,Good,70,Running,S119,Active,Normal,0
EQ00508,Backhoe Loader,S130,5.7,0.4,81,34.5,98,C3813,OP0288,12.818732,80.208677,Due Soon,84,Running,S130,Active,Normal,0
EQ00509,Backhoe Loader,S024,5.6,2.0,68,26.5,92,C4433,OP1055,13.292951,80.192705,Good,73,Running,S085,Active,Wrong Site,1
EQ00510,Wheel Loader,S096,7.3,0.3,95,36.0,87,C4301,OP0196,12.955908,80.209703,Overdue,91,Running,S096,Active,Normal,0
EQ00511,Motor Grader,S089,7.4,0.7,36,26.3,92,C3311,OP0753,12.913989,80.314095,Good,65,Running,S089,Active,Normal,0
EQ00512,Excavator,S052,7.9,2.6,86,30.0,94,C3189,OP0031,12.846353,80.153423,Good,69,Running,S052,Active,Normal,0
EQ00513,Skid Steer Loader,S104,8.3,1.0,66,14.6,88,C5994,OP0314,12.785968,80.100045,Good,73,Running,S104,Active,Normal,0
EQ00514,Bulldozer,S046,9.5,1.6,39,24.5,93,C5999,OP0414,13.090075,80.146001,Good,78,Running,S046,Active,Normal,0
EQ00515,Bulldozer,S077,10.3,2.8,95,16.0,89,C9003,OP0564,13.204369,80.077484,Good,96,Running,S077,Active,Normal,0
EQ00516,Bulldozer,S051,6.1,0.7,36,15.1,81,C8667,OP0170,12.824811,80.332556,Good,68,Running,S051,Active,Normal,0
EQ00517,Backhoe Loader,S148,9.5,0.9,87,37.0,87,C8328,OP0183,12.811271,80.265288,Due Soon,84,Running,S148,Active,Normal,0
EQ00518,Backhoe Loader,S140,9.7,0.8,83,17.4,82,C6728,OP0747,13.02889,80.123584,Good,72,Running,S140,Active,Normal,0
EQ00519,Excavator,S001,9.6,1.4,76,34.8,95,C7664,OP0155,13.222425,80.209854,Good,82,Running,S001,Active,Normal,0
EQ00520,Skid Steer Loader,S094,10.0,1.6,83,21.1,93,C7777,OP0529,13.165681,80.006401,Good,66,Running,S094,Active,Normal,0
EQ00521,Motor Grader,S125,9.8,0.3,93,28.6,28,C3612,OP0429,13.23578,79.995779,Overdue,73,Maintenance,S125,Active,Maintenance Overdue,1
EQ00522,Motor Grader,S066,10.2,1.6,57,37.0,94,C2042,OP0710,12.901693,80.235424,Good,66,Running,S066,Active,Normal,0
EQ00523,Motor Grader,S142,6.1,2.3,74,38.9,95,C5430,OP0899,13.004686,80.239621,Good,80,Running,S142,Active,Normal,0
EQ00524,Bulldozer,S111,10.4,1.7,44,15.1,95,C4046,OP0069,13.28427,80.314808,Good,80,Running,S111,Active,Normal,0
EQ00525,Skid Steer Loader,S056,6.4,1.1,78,36.2,86,C1147,OP0751,12.819525,80.236782,Good,90,Running,S056,Active,Normal,0
EQ00526,Backhoe Loader,S110,8.7,2.9,52,36.7,96,C3143,OP0043,13.269471,80.191002,Good,97,Running,S110,Expired,Contract Expired,1
EQ00527,Excavator,S138,7.0,0.7,65,23.6,94,C9191,OP0086,12.734173,80.115036,Good,70,Running,S138,Active,Normal,0
EQ00528,Bulldozer,S048,5.6,1.0,42,12.9,88,C6027,OP1051,12.841499,80.091674,Good,81,Running,S048,Active,Normal,0
EQ00529,Bulldozer,S120,8.6,0.0,37,14.2,99,C3442,OP1165,13.067422,80.197008,Good,84,Running,S120,Active,Normal,0
EQ00530,Motor Grader,S080,6.5,1.9,71,29.2,85,C2494,OP0062,13.206543,80.040269,Good,65,Running,S080,Active,Normal,0
EQ00531,Dump Truck,S045,5.0,1.3,67,20.5,99,C3161,OP0028,13.018853,80.389553,Good,70,Running,S045,Active,Normal,0
EQ00532,Bulldozer,S145,9.9,0.4,58,30.5,80,C5513,OP0776,13.25052,80.312673,Good,97,Running,S145,Active,Normal,0
EQ00533,Wheel Loader,S094,9.5,2.6,77,26.3,100,C9892,OP1189,13.016038,80.025603,Good,91,Running,S094,Active,Normal,0
EQ00534,Wheel Loader,S033,8.5,2.5,50,38.0,91,C7450,OP0216,13.212795,80.014627,Due Soon,81,Running,S033,Active,Normal,0
EQ00535,Motor Grader,S141,6.6,1.4,68,165.0,85,C8776,OP0358,13.115852,80.269982,Due Soon,98,Running,S141,Active,Distance Spike,1
EQ00536,Dump Truck,S146,5.4,0.7,84,28.2,88,C3245,OP0973,12.935125,80.363121,Due Soon,86,Running,S146,Active,Normal,0
EQ00537,Bulldozer,S012,10.0,0.5,67,26.1,28,C1992,OP0751,13.184847,80.06264,Overdue,86,Maintenance,S012,Active,Maintenance Overdue,1
EQ00538,Backhoe Loader,S045,7.0,2.7,50,36.9,99,C4206,,13.087039,80.3079,Good,84,Running,S045,Active,Missing Operator,1
EQ00539,Wheel Loader,S102,10.3,0.8,43,33.5,83,C6814,OP0104,12.915336,80.053046,Due Soon,67,Running,S102,Active,Normal,0
EQ00540,Skid Steer Loader,S139,7.6,1.5,74,16.5,87,C7538,OP0257,12.987184,80.300379,Good,72,Running,S139,Active,Normal,0
EQ00541,Backhoe Loader,S123,10.9,0.2,85,25.5,91,C7265,OP0303,12.702394,80.029778,Good,94,Running,S123,Active,Normal,0
EQ00542,Dump Truck,S013,7.2,0.1,83,16.5,80,C8914,OP0912,13.114844,80.365583,Good,80,Running,S013,Active,Normal,0
EQ00543,Bulldozer,S044,9.5,1.0,52,33.6,100,C5380,OP0410,13.175736,80.371422,Good,89,Running,S044,Active,Normal,0
EQ00544,Bulldozer,S112,10.1,0.9,91,27.6,91,C5700,OP0310,12.976801,80.234459,Good,68,Running,S112,Active,Normal,0
EQ00545,Dump Truck,S077,7.4,0.9,62,24.8,91,C3204,OP0742,13.213901,80.102955,Good,88,Running,S077,Active,Normal,0
EQ00546,Excavator,S089,5.9,0.2,81,23.0,99,C1156,OP0442,12.985502,80.302822,Due Soon,70,Running,S089,Active,Normal,0
EQ00547,Backhoe Loader,S063,5.8,0.7,82,22.3,95,C6927,OP0383,12.875789,80.104044,Good,73,Running,S063,Active,Normal,0
EQ00548,Backhoe Loader,S061,5.6,1.7,68,25.7,89,C3134,OP1093,12.773536,79.976598,Good,81,Running,S061,Active,Normal,0
EQ00549,Skid Steer Loader,S007,7.1,2.2,85,25.0,97,C9501,OP0516,13.069564,80.146268,Due Soon,82,Running,S007,Active,Normal,0
EQ00550,Bulldozer,S057,5.7,0.4,49,17.2,85,C6075,OP1104,13.248701,80.36317,Good,67,Running,S057,Active,Normal,0
EQ00551,Wheel Loader,S147,6.4,0.2,92,28.5,81,C5343,OP0691,13.091821,80.207419,Good,80,Running,S147,Active,Normal,0
EQ00552,Motor Grader,S123,5.5,0.6,56,27.6,28,C1538,OP0609,13.195841,80.398025,Overdue,79,Maintenance,S123,Active,Maintenance Overdue,1
EQ00553,Skid Steer Loader,S142,7.5,1.3,41,30.4,83,C7815,OP0228,13.296816,80.354725,Good,92,Running,S142,Active,Normal,0
EQ00554,Excavator,S051,6.0,0.1,66,38.2,92,C5746,OP0097,12.909333,80.264072,Good,77,Running,S051,Active,Normal,0
EQ00555,Excavator,S024,5.9,16.0,40,36.9,88,C6981,OP0117,12.944703,80.223256,Good,8,Idle,S024,Active,Low Utilization,1
EQ00556,Backhoe Loader,S120,9.2,1.0,89,29.1,100,C7593,OP0919,13.108984,80.254758,Good,82,Running,S120,Active,Normal,0
EQ00557,Backhoe Loader,S107,7.0,1.4,79,27.7,96,C7193,OP0297,13.313881,80.367668,Good,81,Running,S107,Active,Normal,0
EQ00558,Wheel Loader,S139,9.2,1.8,50,18.3,98,C5792,OP0807,12.907239,79.995283,Due Soon,75,Running,S139,Active,Normal,0
EQ00559,Backhoe Loader,S145,7.7,2.0,91,31.9,88,C8366,OP0372,12.80807,80.303987,Good,76,Running,S145,Active,Normal,0
EQ00560,Excavator,S038,9.9,2.6,65,28.3,94,C2478,OP0490,13.245046,80.028683,Good,79,Running,S038,Active,Normal,0
EQ00561,Backhoe Loader,S025,8.9,2.5,43,34.8,93,C3057,OP0784,12.910731,80.030961,Overdue,75,Running,S025,Active,Normal,0
EQ00562,Bulldozer,S117,8.4,0.0,37,20.6,98,C1980,OP1063,12.722406,80.250043,Due Soon,91,Running,S117,Active,Normal,0
EQ00563,Wheel Loader,S117,8.0,2.2,93,22.2,97,C5004,OP1030,12.927746,80.176716,Due Soon,90,Running,S117,Active,Normal,0
EQ00564,Wheel Loader,S058,9.5,2.9,78,14.8,90,C5083,OP1086,13.010459,80.196255,Good,83,Running,S058,Active,Normal,0
EQ00565,Skid Steer Loader,S041,6.3,0.5,40,35.1,84,C7054,OP0655,12.810209,80.21079,Good,74,Running,S041,Active,Normal,0
EQ00566,Wheel Loader,S073,6.0,0.6,82,28.0,92,C7232,OP0053,13.185966,80.135628,Good,85,Running,S073,Active,Normal,0
EQ00567,Excavator,S128,8.6,1.7,45,34.0,85,C3076,OP1101,13.313858,79.99794,Good,81,Running,S128,Active,Normal,0
EQ00568,Excavator,S041,10.9,0.2,49,28.2,81,C9216,OP0733,13.114734,79.973855,Due Soon,87,Running,S041,Active,Normal,0
EQ00569,Backhoe Loader,S103,9.2,1.9,55,38.5,91,C9905,OP0550,12.917132,80.328347,Good,94,Running,S103,Active,Normal,0
EQ00570,Motor Grader,S020,8.1,2.8,67,13.3,98,C9071,OP0517,13.037578,80.228131,Due Soon,89,Running,S020,Active,Normal,0
EQ00571,Dump Truck,S133,10.8,1.3,67,39.5,93,C5218,OP0333,12.99723,80.240124,Good,81,Running,S133,Active,Normal,0
EQ00572,Backhoe Loader,S030,6.4,0.9,74,28.0,85,C1919,OP0116,12.882472,80.184738,Good,89,Running,S030,Active,Normal,0
EQ00573,Dump Truck,S066,9.8,1.3,69,21.4,80,C8625,OP0818,13.088305,80.211776,Good,91,Running,S066,Active,Normal,0
EQ00574,Wheel Loader,S057,6.7,2.3,70,30.8,93,C3568,OP0696,12.863334,80.219762,Good,92,Running,S057,Active,Normal,0
EQ00575,Dump Truck,S054,9.6,1.6,48,16.2,94,C6455,OP0578,12.759047,80.000515,Good,87,Running,S054,Active,Normal,0
EQ00576,Skid Steer Loader,S037,6.4,1.7,57,23.3,97,C5514,OP1116,12.93285,80.331279,Good,82,Running,S037,Active,Normal,0
EQ00577,Excavator,S008,9.4,2.4,89,12.3,92,C1743,OP0218,13.288644,80.143285,Good,95,Running,S008,Active,Normal,0
EQ00578,Motor Grader,S013,6.8,2.3,91,31.6,87,C7298,OP0181,12.868686,79.965239,Good,77,Running,S013,Active,Normal,0
EQ00579,Excavator,S098,6.2,2.0,5,18.0,85,C9794,OP0417,12.880442,80.348479,Good,81,Running,S098,Active,Fuel Anomaly,1
EQ00580,Backhoe Loader,S030,8.9,0.6,93,16.1,92,C7583,OP0062,13.109441,80.148916,Good,65,Running,S030,Active,Normal,0
EQ00581,Excavator,S130,9.5,0.8,94,39.0,28,C3395,OP0720,13.159865,80.27393,Overdue,70,Maintenance,S130,Active,Maintenance Overdue,1
EQ00582,Motor Grader,S074,9.9,2.3,66,22.1,96,C9439,OP0952,13.338067,80.355229,Good,81,Running,S074,Active,Normal,0
EQ00583,Skid Steer Loader,S111,9.8,0.4,76,23.1,94,C5494,OP0921,13.276613,80.352267,Good,93,Running,S111,Active,Normal,0
EQ00584,Wheel Loader,S143,6.7,1.6,38,30.1,96,C2882,OP0292,13.335317,80.222127,Good,96,Running,S143,Active,Normal,0
EQ00585,Dump Truck,S024,7.1,0.3,55,37.1,82,C2511,OP0602,13.286976,80.208487,Good,77,Running,S024,Active,Normal,0
EQ00586,Skid Steer Loader,S046,9.7,1.7,66,30.9,83,C9196,OP0911,13.061714,80.11615,Good,72,Running,S046,Active,Normal,0
EQ00587,Dump Truck,S079,6.9,2.1,63,26.1,80,C9060,OP0304,13.284258,80.016082,Good,83,Running,S079,Active,Normal,0
EQ00588,Wheel Loader,S145,11.0,2.8,52,30.1,84,C7537,OP0601,13.211034,80.358557,Good,88,Running,S145,Active,Normal,0
EQ00589,Bulldozer,S064,0.5,22.0,73,14.2,84,C2071,OP0321,12.746161,79.952869,Good,5,Idle,S064,Active,High Idle,1
EQ00590,Skid Steer Loader,S113,5.1,1.6,66,18.8,94,C3326,OP0295,13.084838,80.364325,Good,67,Running,S113,Active,Normal,0
EQ00591,Motor Grader,S104,6.4,2.3,63,30.9,91,C5411,OP0803,13.174978,79.952984,Good,81,Running,S104,Active,Normal,0
EQ00592,Dump Truck,S081,9.7,1.6,39,27.3,98,C4004,OP0334,12.795799,80.210998,Good,78,Running,S081,Active,Normal,0
EQ00593,Wheel Loader,S006,7.9,0.4,54,21.8,87,C5243,OP0100,13.2341,80.234445,Good,88,Running,S006,Active,Normal,0
EQ00594,Backhoe Loader,S088,10.8,1.9,50,12.9,88,C9087,OP0861,13.259593,80.067076,Good,66,Running,S088,Active,Normal,0
EQ00595,Motor Grader,S055,6.4,2.2,68,38.2,86,C5024,OP0578,13.185607,80.01921,Good,86,Running,S055,Active,Normal,0
EQ00596,Bulldozer,S037,8.5,16.0,61,19.2,80,C3691,OP0940,12.817016,80.269373,Good,8,Idle,S037,Active,Low Utilization,1
EQ00597,Motor Grader,S017,6.0,0.5,5,18.0,84,C3119,OP1180,13.069647,80.392196,Due Soon,80,Running,S017,Active,Fuel Anomaly,1
EQ00598,Bulldozer,S025,5.9,2.7,87,19.0,85,C4646,OP0567,13.346499,80.348888,Good,95,Running,S025,Active,Normal,0
EQ00599,Skid Steer Loader,S036,5.3,1.1,88,32.9,91,C2557,OP0966,12.916362,80.153213,Good,76,Running,S036,Active,Normal,0
EQ00600,Excavator,S077,6.1,1.3,48,19.2,84,C4176,OP0383,12.708253,80.347582,Good,96,Running,S077,Active,Normal,0
EQ00601,Backhoe Loader,S117,7.9,1.8,48,36.8,80,C2095,OP0696,13.038755,80.328817,Good,89,Running,S117,Active,Normal,0
EQ00602,Excavator,S137,10.7,2.5,63,23.4,97,C4941,OP0120,13.247581,80.268986,Good,83,Running,S137,Active,Normal,0
EQ00603,Excavator,S095,10.1,0.4,79,15.8,94,C1639,OP0047,12.963567,80.19891,Good,66,Running,S095,Active,Normal,0
EQ00604,Motor Grader,S076,6.4,2.3,55,24.1,85,C1640,OP1091,12.868176,80.023729,Good,78,Running,S076,Active,Normal,0
EQ00605,Excavator,S039,6.3,1.4,92,14.9,85,C3223,OP0924,13.334943,80.263446,Good,83,Running,S039,Active,Normal,0
EQ00606,Motor Grader,S018,8.3,2.3,60,23.7,85,C6080,OP0354,13.340791,80.247306,Due Soon,94,Running,S018,Active,Normal,0
EQ00607,Motor Grader,S059,7.7,2.1,44,26.3,96,C1022,OP0229,13.242074,80.359458,Good,74,Running,S059,Active,Normal,0
EQ00608,Wheel Loader,S009,7.6,2.7,5,18.0,87,C9231,OP0589,13.034666,80.335344,Good,89,Running,S009,Active,Fuel Anomaly,1
EQ00609,Excavator,S006,10.4,1.9,80,18.7,95,C1723,OP0022,13.232434,79.975919,Good,78,Running,S006,Active,Normal,0
EQ00610,Bulldozer,S009,9.2,2.7,77,27.1,80,C7349,OP0133,13.186273,80.010416,Good,74,Running,S009,Active,Normal,0
EQ00611,Backhoe Loader,S061,5.2,0.7,79,32.6,99,C8566,,13.018819,80.216869,Good,78,Running,S061,Active,Missing Operator,1
EQ00612,Bulldozer,S130,10.8,0.4,45,16.2,82,C4423,,12.843765,80.032019,Due Soon,82,Running,S130,Active,Missing Operator,1
EQ00613,Dump Truck,S001,0.5,22.0,46,27.4,83,C5992,OP1189,13.020516,80.062331,Good,5,Idle,S001,Active,High Idle,1
EQ00614,Backhoe Loader,S030,10.1,0.8,62,38.7,94,C4810,OP0628,13.234973,79.979762,Due Soon,76,Running,S030,Active,Normal,0
EQ00615,Wheel Loader,S038,6.6,2.4,51,18.4,90,C4897,OP0170,12.97346,80.164526,Good,73,Running,S038,Active,Normal,0
EQ00616,Skid Steer Loader,S113,5.8,1.2,73,12.2,85,C8179,OP1037,13.268006,80.25732,Good,90,Running,S113,Active,Normal,0
EQ00617,Backhoe Loader,S020,7.9,0.3,91,13.0,92,C4714,OP0108,13.019188,80.34359,Overdue,82,Running,S020,Active,Normal,0
EQ00618,Excavator,S041,5.1,0.8,66,29.2,80,C7168,OP0154,13.123088,79.964767,Good,89,Running,S041,Active,Normal,0
EQ00619,Skid Steer Loader,S063,10.0,2.3,62,38.3,98,C3462,OP0752,13.282287,80.38582,Good,84,Running,S063,Active,Normal,0
EQ00620,Backhoe Loader,S105,10.9,2.7,56,25.9,94,C5790,OP0954,12.893278,80.154007,Good,68,Running,S105,Active,Normal,0
EQ00621,Backhoe Loader,S137,7.8,1.9,42,39.0,98,C8103,OP0678,13.325417,80.094932,Good,88,Running,S137,Active,Normal,0
EQ00622,Wheel Loader,S077,10.8,0.4,78,31.7,88,C9238,OP0183,12.90647,80.160397,Good,85,Running,S077,Active,Normal,0
EQ00623,Motor Grader,S047,8.9,0.6,57,23.4,80,C1401,OP0580,13.162859,80.189231,Good,68,Running,S047,Active,Normal,0
EQ00624,Bulldozer,S113,5.4,0.5,80,16.0,87,C6646,OP1067,12.78538,80.287178,Due Soon,70,Running,S113,Active,Normal,0
EQ00625,Dump Truck,S053,7.5,0.4,67,35.7,87,C4795,OP0940,13.023195,80.038553,Good,75,Running,S053,Active,Normal,0
EQ00626,Skid Steer Loader,S097,9.7,0.7,57,31.5,89,C9516,OP0183,13.147857,79.967027,Good,96,Running,S097,Active,Normal,0
EQ00627,Bulldozer,S118,10.4,2.6,90,39.4,95,C3947,OP0586,12.967935,80.346676,Good,76,Running,S118,Active,Normal,0
EQ00628,Excavator,S028,5.5,2.8,89,27.1,86,C3606,OP0324,12.972704,80.023697,Good,89,Running,S028,Active,Normal,0
EQ00629,Dump Truck,S027,5.2,2.7,38,22.0,86,C7117,OP0997,13.125029,80.385505,Good,71,Running,S027,Active,Normal,0
EQ00630,Dump Truck,S093,10.8,2.9,93,31.1,82,C1939,OP0865,13.304495,80.00267,Good,81,Running,S093,Active,Normal,0
EQ00631,Wheel Loader,S138,7.5,0.8,89,24.3,93,C2618,OP0726,13.015283,80.357784,Good,73,Running,S138,Active,Normal,0
EQ00632,Dump Truck,S007,10.6,2.7,63,23.5,88,C6104,OP0522,12.858652,80.357567,Good,75,Running,S007,Active,Normal,0
EQ00633,Bulldozer,S017,8.4,1.6,90,35.2,89,C2216,OP0044,13.345791,80.30572,Good,74,Running,S017,Active,Normal,0
EQ00634,Wheel Loader,S077,6.2,2.3,59,16.7,28,C3555,OP0797,12.83599,80.206342,Overdue,88,Maintenance,S077,Active,Maintenance Overdue,1
EQ00635,Motor Grader,S061,9.8,0.6,77,17.4,81,C9876,OP0244,12.892879,80.277815,Good,82,Running,S061,Active,Normal,0
EQ00636,Dump Truck,S069,7.8,1.2,61,24.6,92,C4727,OP0813,13.003424,80.043114,Good,79,Running,S069,Active,Normal,0
EQ00637,Wheel Loader,S038,10.0,2.1,43,36.8,85,C5544,OP0228,13.142594,80.258903,Good,70,Running,S038,Active,Normal,0
EQ00638,Motor Grader,S087,10.3,0.8,74,12.7,80,C3773,OP0789,13.11626,80.307586,Good,81,Running,S087,Active,Normal,0
EQ00639,Motor Grader,S096,10.8,2.7,52,15.4,93,C6724,OP0373,13.124686,80.254678,Good,65,Running,S096,Active,Normal,0
EQ00640,Bulldozer,S082,8.7,2.2,5,18.0,89,C2136,OP0865,13.069018,80.336816,Due Soon,92,Running,S082,Active,Fuel Anomaly,1
EQ00641,Motor Grader,S025,9.7,1.4,83,19.1,86,C4549,OP0623,12.805242,80.005793,Overdue,65,Running,S025,Active,Normal,0
EQ00642,Excavator,S021,5.8,1.9,36,23.6,96,C9113,OP0411,13.095164,80.061254,Good,94,Running,S021,Active,Normal,0
EQ00643,Dump Truck,S131,7.6,2.2,78,26.4,82,C4790,OP0529,12.947356,80.366436,Good,72,Running,S131,Active,Normal,0
EQ00644,Backhoe Loader,S132,10.9,0.4,81,13.0,86,C7622,OP0587,13.265297,80.131065,Good,91,Running,S132,Active,Normal,0
EQ00645,Excavator,S106,7.8,1.1,40,19.6,87,C5112,OP0089,13.262959,80.39993,Good,86,Running,S106,Active,Normal,0
EQ00646,Dump Truck,S060,9.9,1.8,87,36.7,82,C2326,OP0387,12.779824,80.236206,Good,89,Running,S060,Active,Normal,0
EQ00647,Skid Steer Loader,S074,8.6,1.5,48,35.7,81,C6598,OP0412,12.751868,80.234161,Due Soon,76,Running,S074,Active,Normal,0
EQ00648,Bulldozer,S118,9.3,1.3,51,15.1,89,C1370,OP0252,13.140617,80.268561,Good,77,Running,S118,Active,Normal,0
EQ00649,Wheel Loader,S047,6.4,3.0,53,31.4,84,C9595,OP0583,12.91965,80.067474,Good,93,Running,S047,Active,Normal,0
EQ00650,Motor Grader,S144,7.0,0.9,50,18.7,100,C2797,OP1070,12.725687,80.02167,Due Soon,85,Running,S144,Active,Normal,0
EQ00651,Excavator,S042,5.4,1.0,38,35.3,92,C2897,OP1032,12.957119,80.044125,Overdue,95,Running,S042,Active,Normal,0
EQ00652,Wheel Loader,S092,9.1,2.0,64,13.4,85,C9842,OP0933,13.200293,80.102791,Good,85,Running,S092,Expired,Contract Expired,1
EQ00653,Motor Grader,S121,10.7,1.5,61,22.3,84,C9593,OP0621,13.002033,79.970772,Due Soon,70,Running,S121,Active,Normal,0
EQ00654,Excavator,S089,6.3,0.2,88,23.0,92,C8357,OP0786,13.205009,80.043889,Good,89,Running,S089,Active,Normal,0
EQ00655,Backhoe Loader,S035,10.3,2.2,77,35.5,83,C9205,OP0611,12.983343,80.049053,Due Soon,68,Running,S035,Active,Normal,0
EQ00656,Bulldozer,S090,10.8,16.0,51,16.7,94,C6463,OP0243,12.903762,79.97508,Due Soon,8,Idle,S090,Active,Low Utilization,1
EQ00657,Motor Grader,S108,6.0,0.7,45,28.0,90,C7487,OP0667,12.770511,80.048114,Good,76,Running,S108,Active,Normal,0
EQ00658,Excavator,S003,0.5,22.0,61,28.3,93,C1548,OP0333,12.823888,80.216632,Good,5,Idle,S003,Active,High Idle,1
EQ00659,Wheel Loader,S130,6.8,1.2,85,19.3,92,C9723,OP0840,13.173611,80.107783,Good,92,Running,S130,Active,Normal,0
EQ00660,Backhoe Loader,S007,9.6,1.2,93,30.3,82,C7809,OP0624,12.897739,80.006404,Good,92,Running,S007,Active,Normal,0
EQ00661,Backhoe Loader,S058,10.8,1.0,47,27.2,28,C3477,OP0995,13.068211,80.232385,Overdue,91,Maintenance,S058,Active,Maintenance Overdue,1
EQ00662,Excavator,S107,10.9,1.3,94,18.2,88,C2711,OP0983,12.715585,80.000799,Due Soon,65,Running,S008,Active,Wrong Site,1
EQ00663,Backhoe Loader,S133,6.3,1.1,73,12.2,84,C3986,OP0091,13.047157,80.189688,Good,71,Running,S133,Active,Normal,0
EQ00664,Motor Grader,S077,8.8,2.1,74,22.6,80,C3446,OP0750,12.901567,80.191175,Good,84,Running,S077,Active,Normal,0
EQ00665,Wheel Loader,S123,9.7,0.9,42,32.8,84,C5076,OP0817,13.216195,79.987741,Due Soon,67,Running,S123,Expired,Contract Expired,1
EQ00666,Motor Grader,S054,5.2,2.5,39,38.9,85,C5428,OP0743,12.778747,80.248991,Due Soon,97,Running,S054,Active,Normal,0
EQ00667,Skid Steer Loader,S120,10.8,0.9,36,27.1,85,C2033,OP1074,12.746479,80.188874,Good,67,Running,S120,Active,Normal,0
EQ00668,Dump Truck,S013,6.0,1.2,39,23.8,86,C8160,OP0276,13.046046,80.195409,Due Soon,68,Running,S013,Active,Normal,0
EQ00669,Excavator,S063,10.2,2.3,5,18.0,83,C9339,OP0041,13.211461,80.084628,Good,75,Running,S063,Active,Fuel Anomaly,1
EQ00670,Dump Truck,S083,9.0,1.2,86,39.4,90,C2641,OP0342,12.959613,80.341777,Good,83,Running,S083,Active,Normal,0
EQ00671,Backhoe Loader,S056,9.7,0.6,46,23.6,80,C5419,OP1042,12.884475,80.061013,Due Soon,94,Running,S056,Active,Normal,0
EQ00672,Dump Truck,S086,8.7,1.6,95,24.9,92,C3922,OP0286,13.249918,80.395653,Good,85,Running,S086,Active,Normal,0
EQ00673,Excavator,S114,7.5,0.4,44,29.7,98,C3254,OP0946,13.091145,80.052742,Overdue,76,Running,S114,Active,Normal,0
EQ00674,Skid Steer Loader,S128,6.1,0.3,48,13.4,88,C5343,OP1185,13.007516,80.351416,Good,85,Running,S128,Active,Normal,0
EQ00675,Skid Steer Loader,S070,6.0,1.2,35,37.3,95,C1322,OP0133,12.861744,80.252038,Good,86,Running,S070,Active,Normal,0
EQ00676,Bulldozer,S078,9.4,2.7,72,32.1,99,C2649,OP0967,13.047887,80.308842,Good,96,Running,S078,Active,Normal,0
EQ00677,Bulldozer,S054,0.5,22.0,68,31.0,92,C9418,OP0403,13.027252,80.000722,Good,5,Idle,S054,Active,High Idle,1
EQ00678,Bulldozer,S029,7.2,2.2,58,32.8,92,C8361,OP0061,12.997319,80.061579,Due Soon,70,Running,S029,Active,Normal,0
EQ00679,Bulldozer,S004,9.4,1.5,38,25.2,80,C1083,OP0660,12.95296,79.978722,Good,73,Running,S004,Active,Normal,0
EQ00680,Excavator,S076,8.9,2.1,52,37.6,87,C6659,OP0227,12.916843,80.391172,Good,93,Running,S076,Active,Normal,0
EQ00681,Skid Steer Loader,S132,8.7,2.6,76,35.3,84,C2604,OP0976,12.776146,79.989482,Good,74,Running,S132,Active,Normal,0
EQ00682,Excavator,S096,10.2,2.8,94,33.8,92,C3905,OP1073,12.898613,80.302397,Good,77,Running,S096,Active,Normal,0
EQ00683,Motor Grader,S129,8.9,2.9,87,14.3,90,C8125,OP0100,13.229928,80.230359,Good,97,Running,S129,Active,Normal,0
EQ00684,Bulldozer,S090,8.3,1.2,45,165.0,81,C8916,OP0871,13.30639,79.962426,Good,98,Running,S090,Active,Distance Spike,1
EQ00685,Bulldozer,S121,10.6,2.9,71,23.6,100,C7685,OP0892,12.854476,80.346706,Due Soon,96,Running,S121,Active,Normal,0
